manufacturer,shortTitle,shortDescription,nettoprice,bruttoprice,images,category
,SM-35 bílý,"Povrchový magnetický kontakt se svorkovnicí a krytem, 2 vodiče bez vývodu, šroubovací svorky, pracovní vzdálenost 31mm, bílá barva",79,96,https://www.stasanet.cz/out/pictures/master/1/ABA7BD01-96B8-4325-98D9-2740D6ED314F__sm35.jpg,Magnetické kontakty | Vnitřní detekce | EZS Paradox a ostatní
HikVision,DS-2CE76U1T-ITMF/36,"8 Mpx DOME kamera TurboHD; 4v1; DWDR+EXIR; IP67; obj. 3,6mm",1725,2087,https://www.stasanet.cz/out/pictures/master/1/6AF7313C-2EDC-40B4-8817-84CDBC36161B__DS-2CE76U1T-ITMF.jpg,Kamery 4 v 1 | 8 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-2CD4635FWD-IZHS/2,IP kamera 45sn./s. 3MPix s ICR; WDR; PoE; 2.8-12mm,21689,26244,https://www.stasanet.cz/out/pictures/master/1/8563F4B2-7BAD-4FE9-AE67-6A2DCD107D3A__DS-2CD46.jpg,3 Mpx | Kamery 4-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
Paradox,PA6,Adaptér 6 V= je určen pro napájení bezdrátové klávesnice K32RF a K37 a dobíjení záložní baterie v klávesnici.,269,325,https://www.stasanet.cz/out/pictures/master/1/8590A976-510A-4936-BB9C-00151CC0CC3F__PA6.jpg,Klávesnice SP/MG | Systémy SPECTRA/ MAGELLAN | EZS Paradox a ostatní
NUUO,UPGRADE NVR Crystal,Rozšíření NVR Crystal TitanUPGRADE Enteprise na Ultimate,2210,2674,https://www.stasanet.cz/out/pictures/master/1/DE857CDE-ABD7-4336-9848-47B6DF1F417C__licence.jpg,Crystal
HikVision,DS-2DE2202-DE3/W,"2 Mpx vnitřní mini PTZ dome IP WiFi kamera, motorizovaný objektiv f3.6-8.6mm, 2× optický zoom, alarm I/O, audio I/O, D-WDR, Micro SD",4117,4982,https://www.stasanet.cz/out/pictures/master/1/054B099C-789A-44B8-B1FB-4F2DEC2754AD__DS-2DE2x0x-DE3.jpg,Wi-Fi kamery | IP Hikvision | IP kamerové systémy | Kamerové systémy
,RELE modul PU 1,"Univerzální přídavný modul, sloužící pro posílení a galvanické oddělení jednoho programovatelného výstupu PGM.",155,188,https://www.stasanet.cz/out/pictures/master/1/E650AB15-24DA-4C48-85A0-3DB3C1260B73__RELE-modul-PU-1.jpg,Elektronické doplňky | Doplňky pro EZS | EZS Paradox a ostatní
ACI Farfisa,TA9160,"Stojánek pro umístění videotelefonu EH9262CW, EH9160CT a EH9160CW na stůl",1480,1791,https://www.stasanet.cz/out/pictures/master/1/68337F1A-36DE-4CEF-84F0-7EF2785E2EAA__TA9160.jpg,Videotelefony | Digitální systém DUO | Videotelefony Farfisa - modularita | Domovní telefony
HikVision,DS-2CD2522FWD-IS/4,Mini DOME IR kamera s WDR; rozlišení 2MPix; IP66; Alarm&Audio obj. 4mm,4439,5371,https://www.stasanet.cz/out/pictures/master/1/F111420D-CEF9-46A6-B12E-85874405C57D__DS-2CD25xx-I.jpg,2 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
JOB-Detecomat,CT 3001 O,"optickokouřové čidlo serie 3000, 2 optické komory, citlivost 0,15 dB/m, výstup relé",1319,1596,https://www.stasanet.cz/out/pictures/master/1/E4BB6952-13B7-476C-9071-49D3F924A908__ct_3001_o_1.jpg,Detektory | Konvenční prvky | EPS Požární ochrana
Paradox,SR120-868,Plně bezdrátová vnitřní siréna k ústřednám SPECTRA SP a MAGELLAN. Napájení je zajištěno pomocí 3 alkalických baterií C bez nutnosti použít místní napájení.,2159,2612,https://www.stasanet.cz/out/pictures/master/1/5F41EE08-8999-4FF9-B280-96D3340673C0__sr120.jpg,Bezdrátové prvky MG | Systémy SPECTRA/ MAGELLAN | EZS Paradox a ostatní
HikVision,DS-2CE56D8T-IT3E/28,"2 Mpx venkovní dome HD TVI kamera, rozlišení 1920×1080@30fps, objektiv f2.8mm, EXIR IR 40, WDR, PoC, OSD, DNR, ICR, IP67",1587,1920,https://www.stasanet.cz/out/pictures/master/1/5009A326-C1AE-4D5D-8DD0-A4F3899CB9EC__DS-2CE56FxT-ITx.jpg,Dome kamery | 2 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
RX Corp.,RX-HD500PH,"1-kanálový pasivní převodník signálu AHD/TVI/CVI vč. napájení po kroucené dvojlince, HD rozlišení 720p/1080p, dosah až 300m, nacvakávací, balení v páru",265,321,https://www.stasanet.cz/out/pictures/master/1/D402D4E6-DE24-4B62-9EBB-D9B81F217301__RX-HD500PV-H.jpg,"Po krouceném páru | Převodníky UTP, LAN, WiFi | Příslušenství | Kamerové systémy"
,Box KP,"Univerzální plechový box pro montáž na zeď, určený pro klávesnice s průhledem.",715,865,https://www.stasanet.cz/out/pictures/master/1/FDAEF5F5-6C59-4389-9085-0C99518392B3__Box-KP.jpg,Boxy | Doplňky pro EZS | EZS Paradox a ostatní
,4FF 692 52.2,Stříška KARAT vertikální nad omítku VNO 2 rám,750,908,https://www.stasanet.cz/out/pictures/master/1/DAD8F6D5-153D-4603-BC10-B80CFC1D5EEC__4FF-692-52.2.jpg,Stříšky nad omítku (komplet s krabicí) KARAT | Dveřní stanice KARAT-ANTIKA  barva stříbrná | Digitální systém videotelefonů | Tesla Stropkov | Domovní telefony
LAN-TEC,DC-202 C5E UTP,"Standardní datový měděný kabel UTP Cat 5e, značení délky, balení 305m - karton s plastovým vývodem, 24AWG (0,51mm)",1699,2056,https://www.stasanet.cz/out/pictures/master/1/EAC72C62-A153-46F3-AD02-1572757B0C95__DC-202-C5E-UTP.jpg,Datové kabely | Metalická kabeláž | SKS Strukturovaná kabeláž
HikVision,DS-2CD7026G0,DS-2CD7026G0,12305,14889,https://www.stasanet.cz/out/pictures/master/1/619BCCAF-8EEB-4078-846D-CE3528E10F8D__DS-2CD50.jpg,Kamery DarkFighter | IP Hikvision | IP kamerové systémy | Kamerové systémy
,RK Z211,Rozvodná krabice RK Z211 s 16 pájecími svorkami a mechanickým NC kontaktem tamper.,245,296,https://www.stasanet.cz/out/pictures/master/1/884A0B8A-EC21-4554-AFB3-30FF48B0A9D3__RK-Z211.jpg,Instalační krabice | Doplňky pro EZS | EZS Paradox a ostatní
HikVision,DS-2CE16H1T-IT5,"5 Mpx venkovní kompaktní Turbo HD (TVI) kamera, rozlišení 2592×1944@20fps, objektiv f3.6mm, EXIR IR 80m, DNR, ICR, UTC, 12VDC, IP67",2001,2421,https://www.stasanet.cz/out/pictures/master/1/DFAB1BC9-4B9B-4784-A0F8-4D01B9999819__DS-2CE16FxT-ITx.jpg,Kompaktní kamery | 3 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-2CD2T85FWD-I8/6,8MPix IP venkovní kamera; WDR+ICR+EXIR+obj.6mm,5980,7236,https://www.stasanet.cz/out/pictures/master/1/5DBB30E4-9C6B-486E-968E-27C1EAC5C24E__DS-2CD2T.jpg,8 Mpx (4K) | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
,4FP 211 23.212,Telefon domácí 2-BUS ESO (antracit),590,714,https://www.stasanet.cz/out/pictures/master/1/C3A9DF5C-605F-4314-AD1F-51DA700302D3__4FP-211-23.212.jpg,Videotelefony a domácí telefony | Digitální systém videotelefonů | Tesla Stropkov | Domovní telefony
LAN-TEC,PP-126 48PCB-SB/C5E,Patch panel Cat.5e pro 48 portů ve výšce 1U s držákem kabeláže.,1099,1330,https://www.stasanet.cz/out/pictures/master/1/E768071F-9FB6-42E5-89F3-926C75C5A40E__PP-126-48PCB-SB.jpg,Patch panely | Metalická kabeláž | SKS Strukturovaná kabeláž
HikVision,DS-2CE38D8T-PIR,"2MP Ultra-Low Light kamera TurboHD; WDR+EXIR; PIR čidlo; obj. 2,8mm",1127,1364,https://www.stasanet.cz/out/pictures/master/1/45DF9D4E-06E1-43F9-9F1C-FF345BBAA635__DS-2CD24.jpg,Kompaktní kamery | 2 Mpx kamery Low lux | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
MAZi Security Systems GmbH,STCH-2030,"2 Mpx venkovní antivandal PTZ dome HD TVI kamera, Full HD 1080p, objektiv f4-120mm, 30× optický zoom, D-WDR, EIS, ICR, UTC, RS-485, IP66",16200,19602,https://www.stasanet.cz/out/pictures/master/1/C2E49ABD-8FE9-48C0-BBFC-4D526C8ECDAA__STCH-x0xx.jpg,Dome kamery | HD TVI kamery 1080p | HD TVI MAZi (Turbo HD+) | HD Analogové systémy | Kamerové systémy
HikVision,VSS-D/64Ch/ANPR,HikCentral-VSS-D/64Ch/ANPR - Základní licence pro 64 kanálů; čtení SPZ + modul přístupových systémů 2 dveře,37398,45252,https://www.stasanet.cz/out/pictures/master/1/A8495B75-1866-48F6-95CB-11D41C08BEB7__HikCentral_box.jpg,Software | Příslušenství | IP Hikvision | IP kamerové systémy | Kamerové systémy
JOB-Detecomat,PL 3305 O,"optickokouřové čidlo serie 3000, 2 optické komory, citlivost 0,15 dB/m, autodiagnostika, vestavěný izolátor, designová varianta do podhledu, doporučujeme s kroužkem DR45",1506,1822,https://www.stasanet.cz/out/pictures/master/1/1BB07BFD-6BAD-4B9E-ADB9-C16835311FE7__pl_3305_o-bila_1.jpg,Detektory | Adresovatelné systémy | EPS Požární ochrana
MAZi Security Systems GmbH,TVH-11SMIR,"1.3 megapixelová venkovní HD TVI (Turbo HD+) kamera s dWDR, objektiv f2.8mm, rozlišení  HD 720p, inteligentní IR přísvit na 20m, denní / noční režim (IR cut filtr)",1650,1997,https://www.stasanet.cz/out/pictures/master/1/1B5CF289-1543-472C-BB6F-1E33E327D8BC__TVH-21SMIR.jpg,Dome kamery | HD TVI kamery 720p | HD TVI MAZi (Turbo HD+) | HD Analogové systémy | Kamerové systémy
System Alarm,SAD-04,Držák bezdrátové infrabariéry určený pro model SA-W001P4,432,523,https://www.stasanet.cz/out/pictures/master/1/B82C93E4-FB14-4FC1-9B09-D85EAD43E694__SAD-04.jpg,Infrabariéry solární eko | Venkovní detekce | EZS Paradox a ostatní
JABLOTRON ALARMS a.s.,JA-103KRY,"Základní prvek systému JABLOTRON 100+, ústředna s GSM modulem JA-192Y a bezdrátovým radiovým modulem JA-111R, ochrana rodinných domů, kanceláří a firem",9719,11760,https://www.stasanet.cz/out/pictures/master/1/39BFBE4B-CC16-4A77-866D-5132DEA6BD7E__JA-103KRY.jpg,Ústředny a komunikátory | JABLOTRON 100 | EZS Alarmy Jablotron
,PS-DIN-13V2A2Ah,"Přídavný spínaný zdroj na DIN lištu s výstupním napětím 13,8 V/2 A v plastovém krytu. Napájení přímo 230 V, výstup pro připojení záložního akumulátoru (0,25 A, max. 4 Ah).",815,986,https://www.stasanet.cz/out/pictures/master/1/92D70868-5FE6-412B-93C7-7913EA2E8E18__PS-DIN-13V2A2Ah.jpg,Zdroje | Doplňky pro EZS | EZS Paradox a ostatní
Commax,DRC-4CPN2,"Barevná kamerová jednotka, antivandal-skrytá kamera, 1 tlačítko, noční přísvit, napájení z videotelefonu",1990,2408,https://www.stasanet.cz/out/pictures/master/1/A2A1710B-45ED-454B-9B06-1ED67826597A__DRC-4CPN2.jpg,Dveřní stanice | Videotelefony COMMAX - design | Domovní telefony
,4FN 231 01.2,Modul 6 tlač. TT KARAT ANTIKA 2-BUS,850,1029,https://www.stasanet.cz/out/pictures/master/1/948349EF-A674-4B07-8A45-295EEF92205F__4FN-231-01.2.jpg,Moduly | Dveřní stanice KARAT-ANTIKA barva stříbrná | Digitální  audiosystém (2-BUS) | Tesla Stropkov | Domovní telefony
HikVision,DS-1272ZJ-120B,"Stěnový držák s montážním boxem pro mini dome kamery, průměr 120mm, hliníková slitina, lakovaný povrch, bílá barva, nosnost 4.5kg",874,1058,https://www.stasanet.cz/out/pictures/master/1/AD4E6282-9876-4E61-837A-FE98D246D698__DS-1272ZJ-B.jpg,Nástěnné držáky | Příslušenství | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CD2T63G0-I5/4,6MPix IP venkovní kamera; H265+;WDR+ICR+EXIR+obj.4mm,4646,5622,https://www.stasanet.cz/out/pictures/master/1/1864A52D-EAA1-4966-B710-8FAB13883514__DS-2CD2T.jpg,6 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
JABLOTRON ALARMS a.s.,CM-5.1,Motor CZ 5-ti drátový (řídící).,125,151,https://www.stasanet.cz/out/pictures/master/1/35DD1239-BFD0-4550-8E34-2D4E7852684E__CM-5.1.jpg,Centrální zamykání | Autosortiment | EZS Alarmy Jablotron
HikVision,DS-2CD5A46G0-IZS/28,DS-2CD5A46G0-IZS(2.8-12mm),14651,17728,https://www.stasanet.cz/out/pictures/master/1/52AC055D-7954-4CAC-A761-93391D24C312__DS-2CD5A.jpg,4 Mpx | Kamery 4-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
MAZi Security Systems GmbH,INVR-16KLPOE,"16-kanálový NVR pro IP kamery (160Mb/160Mb); Super PoE; 4K, 2xHDD, Alarm I/O",9154,11076,https://www.stasanet.cz/out/pictures/master/1/03B9427E-819E-4E9F-AEEC-C3927F3E2AAE__INVR-08K.jpg,16 kanálové | Záznamová zařízení MAZi | IP MAZi | IP kamerové systémy | Kamerové systémy
